animal_code	trial	pen	age	sampling_time	sampling_date	chicken_body_weight	has_salmonella	has_clostridium	has_campylobacter	treatment	sex	breed
CB19.03	CB	CB19	7	7	2019-05-06	157.1	NA	NA	NA	probiotic	Male	Ross
CB19.04	CB	CB19	8	7	2019-05-07	228.2	FALSE	FALSE	FALSE	probiotic	Male	Ross
CB19.05	CB	CB19	8	7	2019-05-07	207.9	NA	NA	NA	probiotic	Male	Ross
CB19.06	CB	CB19	8	7	2019-05-07	202.5	FALSE	FALSE	FALSE	probiotic	Male	Ross
CB19.07	CB	CB19	21	21	2019-05-20	859.8	FALSE	FALSE	FALSE	probiotic	Male	Ross
CB19.08	CB	CB19	21	21	2019-05-20	971.8	FALSE	FALSE	FALSE	probiotic	Male	Ross
CB19.09	CB	CB19	21	21	2019-05-20	984	FALSE	FALSE	FALSE	probiotic	Male	Ross
CB19.10	CB	CB19	22	21	2019-05-21	1038.7	FALSE	FALSE	FALSE	probiotic	Male	Ross
CB19.11	CB	CB19	22	21	2019-05-21	1051	FALSE	FALSE	FALSE	probiotic	Male	Ross
CB19.12	CB	CB19	22	21	2019-05-21	900.9	FALSE	FALSE	FALSE	probiotic	Male	Ross
CB19.13	CB	CB19	35	35	2019-06-03	2290.2	FALSE	FALSE	FALSE	probiotic	Male	Ross
CB19.14	CB	CB19	35	35	2019-06-03	2115.8	FALSE	FALSE	FALSE	probiotic	Male	Ross
CB19.15	CB	CB19	36	35	2019-06-04	1998.6	FALSE	FALSE	FALSE	probiotic	Male	Ross
CB19.16	CB	CB19	36	35	2019-06-04	2566.8	FALSE	FALSE	FALSE	probiotic	Male	Ross
CB19.17	CB	CB19	37	35	2019-06-05	2253	FALSE	FALSE	FALSE	probiotic	Male	Ross
CB19.18	CB	CB19	37	35	2019-06-05	2500.3	FALSE	FALSE	FALSE	probiotic	Male	Ross
CB20.01	CB	CB20	7	7	2019-05-06	203	NA	NA	NA	control	Male	Ross
CB20.02	CB	CB20	7	7	2019-05-06	188.8	NA	NA	NA	control	Male	Ross
CB20.03	CB	CB20	7	7	2019-05-06	197.4	FALSE	FALSE	FALSE	control	Male	Ross
CB20.04	CB	CB20	8	7	2019-05-07	206	NA	NA	NA	control	Male	Ross
CB20.05	CB	CB20	8	7	2019-05-07	200.5	FALSE	FALSE	FALSE	control	Male	Ross
CB20.06	CB	CB20	8	7	2019-05-07	224.1	NA	NA	NA	control	Male	Ross
CB20.07	CB	CB20	21	21	2019-05-20	901.1	FALSE	FALSE	FALSE	control	Male	Ross
CB20.08	CB	CB20	21	21	2019-05-20	1060.5	FALSE	FALSE	FALSE	control	Male	Ross
CB20.09	CB	CB20	21	21	2019-05-20	881.2	NA	NA	NA	control	Male	Ross
CB20.10	CB	CB20	22	21	2019-05-21	1103.7	NA	NA	NA	control	Male	Ross
CB20.11	CB	CB20	22	21	2019-05-21	918.4	FALSE	FALSE	FALSE	control	Male	Ross
CB20.12	CB	CB20	22	21	2019-05-21	921.6	FALSE	FALSE	FALSE	control	Male	Ross
CB20.13	CB	CB20	35	35	2019-06-03	2059.1	FALSE	FALSE	FALSE	control	Male	Ross
CB20.14	CB	CB20	35	35	2019-06-03	2643.5	FALSE	FALSE	FALSE	control	Male	Ross
CB20.15	CB	CB20	36	35	2019-06-04	2287	FALSE	FALSE	FALSE	control	Male	Ross
CB20.16	CB	CB20	36	35	2019-06-04	2568.4	FALSE	FALSE	FALSE	control	Male	Ross
CB20.17	CB	CB20	37	35	2019-06-05	2394.4	FALSE	FALSE	FALSE	control	Male	Ross
CB20.18	CB	CB20	37	35	2019-06-05	2639.2	NA	NA	NA	control	Male	Ross
CB21.01	CB	CB21	7	7	2019-05-06	179.1	NA	NA	NA	phytobiotic	Female	Ross
CB21.02	CB	CB21	7	7	2019-05-06	177.2	FALSE	FALSE	FALSE	phytobiotic	Female	Ross
CB21.03	CB	CB21	7	7	2019-05-06	176	NA	NA	NA	phytobiotic	Female	Ross
CB21.04	CB	CB21	8	7	2019-05-07	190	NA	NA	NA	phytobiotic	Female	Ross
CB21.05	CB	CB21	8	7	2019-05-07	190	NA	NA	NA	phytobiotic	Female	Ross
CB21.06	CB	CB21	8	7	2019-05-07	227.1	NA	NA	NA	phytobiotic	Female	Ross
CB21.07	CB	CB21	21	21	2019-05-20	938.6	FALSE	FALSE	FALSE	phytobiotic	Female	Ross
CB21.08	CB	CB21	21	21	2019-05-20	898.3	FALSE	FALSE	FALSE	phytobiotic	Female	Ross
CB21.09	CB	CB21	21	21	2019-05-20	887.6	FALSE	FALSE	FALSE	phytobiotic	Female	Ross
CB21.10	CB	CB21	22	21	2019-05-21	898.1	FALSE	FALSE	FALSE	phytobiotic	Female	Ross
CB21.11	CB	CB21	22	21	2019-05-21	887.2	FALSE	FALSE	FALSE	phytobiotic	Female	Ross
CB21.12	CB	CB21	22	21	2019-05-21	907.9	FALSE	FALSE	FALSE	phytobiotic	Female	Ross
CB21.13	CB	CB21	35	35	2019-06-03	1792.7	FALSE	FALSE	FALSE	phytobiotic	Female	Ross
CB21.14	CB	CB21	35	35	2019-06-03	2184.8	FALSE	FALSE	FALSE	phytobiotic	Female	Ross
CB21.15	CB	CB21	36	35	2019-06-04	2037	FALSE	FALSE	FALSE	phytobiotic	Female	Ross
CB21.16	CB	CB21	36	35	2019-06-04	1687.2	NA	NA	NA	phytobiotic	Female	Ross
CB21.17	CB	CB21	37	35	2019-06-05	2148.9	NA	NA	NA	phytobiotic	Female	Ross
CB21.18	CB	CB21	37	35	2019-06-05	2284.6	FALSE	FALSE	FALSE	phytobiotic	Female	Ross
CB22.01	CB	CB22	7	7	2019-05-06	180.9	FALSE	FALSE	FALSE	control	Female	Ross
CB22.02	CB	CB22	7	7	2019-05-06	179.6	NA	NA	NA	control	Female	Ross
CB22.03	CB	CB22	7	7	2019-05-06	168.1	NA	NA	NA	control	Female	Ross
CB22.04	CB	CB22	8	7	2019-05-07	203.3	NA	NA	NA	control	Female	Ross
CB22.05	CB	CB22	8	7	2019-05-07	229.3	NA	NA	NA	control	Female	Ross
CB22.06	CB	CB22	8	7	2019-05-07	241.5	FALSE	FALSE	FALSE	control	Female	Ross
CB22.07	CB	CB22	21	21	2019-05-20	707.3	FALSE	FALSE	FALSE	control	Female	Ross
CB22.08	CB	CB22	21	21	2019-05-20	876.6	FALSE	FALSE	FALSE	control	Female	Ross
CB22.09	CB	CB22	21	21	2019-05-20	897	NA	NA	NA	control	Female	Ross
CB22.10	CB	CB22	22	21	2019-05-21	981.3	FALSE	FALSE	FALSE	control	Female	Ross
CB22.11	CB	CB22	22	21	2019-05-21	936.9	NA	NA	NA	control	Female	Ross
CB22.12	CB	CB22	22	21	2019-05-21	971.5	FALSE	FALSE	FALSE	control	Female	Ross
CB22.13	CB	CB22	35	35	2019-06-03	2273.1	FALSE	FALSE	FALSE	control	Female	Ross
CB22.14	CB	CB22	35	35	2019-06-03	2050.8	FALSE	FALSE	FALSE	control	Female	Ross
CB22.15	CB	CB22	36	35	2019-06-04	1915.5	FALSE	FALSE	FALSE	control	Female	Ross
CB22.16	CB	CB22	36	35	2019-06-04	1755	FALSE	FALSE	FALSE	control	Female	Ross
CB22.17	CB	CB22	37	35	2019-06-05	1783.8	FALSE	FALSE	FALSE	control	Female	Ross
CB22.18	CB	CB22	37	35	2019-06-05	2453.6	FALSE	FALSE	FALSE	control	Female	Ross
CB23.01	CB	CB23	7	7	2019-05-06	208.3	FALSE	FALSE	FALSE	probiotic	Female	Cobb
CB23.02	CB	CB23	7	7	2019-05-06	178.9	NA	NA	NA	probiotic	Female	Cobb
CB23.03	CB	CB23	7	7	2019-05-06	181.5	NA	NA	NA	probiotic	Female	Cobb
CB23.04	CB	CB23	8	7	2019-05-07	187.2	FALSE	FALSE	FALSE	probiotic	Female	Cobb
CB23.05	CB	CB23	8	7	2019-05-07	226.8	FALSE	FALSE	FALSE	probiotic	Female	Cobb
CB23.06	CB	CB23	8	7	2019-05-07	216.2	NA	NA	NA	probiotic	Female	Cobb
CB23.07	CB	CB23	21	21	2019-05-20	998	NA	NA	NA	probiotic	Female	Cobb
CB23.08	CB	CB23	21	21	2019-05-20	1068.2	FALSE	FALSE	FALSE	probiotic	Female	Cobb
CB23.09	CB	CB23	21	21	2019-05-20	1024.6	FALSE	FALSE	FALSE	probiotic	Female	Cobb
CB23.10	CB	CB23	22	21	2019-05-21	937.2	FALSE	FALSE	FALSE	probiotic	Female	Cobb
CB23.11	CB	CB23	22	21	2019-05-21	987.5	FALSE	FALSE	FALSE	probiotic	Female	Cobb
CB23.12	CB	CB23	22	21	2019-05-21	1190.9	FALSE	FALSE	FALSE	probiotic	Female	Cobb
CB23.13	CB	CB23	35	35	2019-06-03	2200.5	FALSE	FALSE	FALSE	probiotic	Female	Cobb
CB23.14	CB	CB23	35	35	2019-06-03	2025.9	FALSE	FALSE	FALSE	probiotic	Female	Cobb
CB23.15	CB	CB23	36	35	2019-06-04	2403	FALSE	FALSE	FALSE	probiotic	Female	Cobb
CB23.16	CB	CB23	36	35	2019-06-04	1728.4	FALSE	FALSE	FALSE	probiotic	Female	Cobb
CB23.17	CB	CB23	37	35	2019-06-05	2437.8	FALSE	FALSE	FALSE	probiotic	Female	Cobb
CB23.18	CB	CB23	37	35	2019-06-05	2143.8	FALSE	FALSE	FALSE	probiotic	Female	Cobb
CB24.01	CB	CB24	7	7	2019-05-06	195.8	FALSE	FALSE	FALSE	probiotic	Male	Cobb
CB24.02	CB	CB24	7	7	2019-05-06	210.2	NA	NA	NA	probiotic	Male	Cobb
CB24.03	CB	CB24	7	7	2019-05-06	185.8	NA	NA	NA	probiotic	Male	Cobb
CB24.04	CB	CB24	8	7	2019-05-07	245.6	NA	NA	NA	probiotic	Male	Cobb
CB24.05	CB	CB24	8	7	2019-05-07	247	NA	NA	NA	probiotic	Male	Cobb
CB24.06	CB	CB24	8	7	2019-05-07	212.5	FALSE	FALSE	FALSE	probiotic	Male	Cobb
CB24.07	CB	CB24	21	21	2019-05-20	1099.2	FALSE	FALSE	FALSE	probiotic	Male	Cobb
CB24.08	CB	CB24	21	21	2019-05-20	1184.9	NA	NA	NA	probiotic	Male	Cobb
CB24.09	CB	CB24	21	21	2019-05-20	864.5	NA	NA	NA	probiotic	Male	Cobb
CB24.10	CB	CB24	22	21	2019-05-21	891.3	FALSE	FALSE	FALSE	probiotic	Male	Cobb
CB24.11	CB	CB24	22	21	2019-05-21	1024	FALSE	FALSE	FALSE	probiotic	Male	Cobb
CB24.12	CB	CB24	22	21	2019-05-21	1075.3	FALSE	FALSE	FALSE	probiotic	Male	Cobb
CB24.13	CB	CB24	35	35	2019-06-03	2700.1	FALSE	FALSE	FALSE	probiotic	Male	Cobb
CB24.14	CB	CB24	35	35	2019-06-03	2680.9	FALSE	FALSE	FALSE	probiotic	Male	Cobb
CB24.15	CB	CB24	36	35	2019-06-04	2221.5	FALSE	FALSE	FALSE	probiotic	Male	Cobb
CB24.16	CB	CB24	36	35	2019-06-04	2731.8	FALSE	FALSE	FALSE	probiotic	Male	Cobb
CB24.17	CB	CB24	37	35	2019-06-05	2921.5	FALSE	FALSE	FALSE	probiotic	Male	Cobb
CB24.18	CB	CB24	37	35	2019-06-05	2602.5	FALSE	FALSE	FALSE	probiotic	Male	Cobb
CC01.01	CC	CC01	6	7	2019-09-16	161.2	FALSE	FALSE	FALSE	probiotic	Male	Cobb
CC01.02	CC	CC01	6	7	2019-09-16	172.1	FALSE	FALSE	FALSE	probiotic	Male	Cobb
CC01.03	CC	CC01	6	7	2019-09-16	176	FALSE	FALSE	FALSE	probiotic	Male	Cobb
CC01.04	CC	CC01	7	7	2019-09-17	173.8	NA	NA	NA	probiotic	Male	Cobb
CC01.05	CC	CC01	7	7	2019-09-17	221.5	FALSE	FALSE	FALSE	probiotic	Male	Cobb
CC01.06	CC	CC01	7	7	2019-09-17	217.7	FALSE	FALSE	FALSE	probiotic	Male	Cobb
CC01.07	CC	CC01	20	21	2019-09-30	1092	FALSE	FALSE	TRUE	probiotic	Male	Cobb
CC01.08	CC	CC01	20	21	2019-09-30	1144	FALSE	FALSE	TRUE	probiotic	Male	Cobb
CC01.09	CC	CC01	20	21	2019-09-30	924	FALSE	FALSE	TRUE	probiotic	Male	Cobb
CC01.10	CC	CC01	21	21	2019-10-01	1004	FALSE	FALSE	TRUE	probiotic	Male	Cobb
CC01.11	CC	CC01	21	21	2019-10-01	1032	FALSE	FALSE	TRUE	probiotic	Male	Cobb
CC01.12	CC	CC01	21	21	2019-10-01	1270	FALSE	FALSE	TRUE	probiotic	Male	Cobb
CC01.13	CC	CC01	34	35	2019-10-14	1858	FALSE	FALSE	TRUE	probiotic	Male	Cobb
CC01.14	CC	CC01	34	35	2019-10-14	2180	FALSE	FALSE	TRUE	probiotic	Male	Cobb
CC01.15	CC	CC01	34	35	2019-10-14	2350	FALSE	FALSE	TRUE	probiotic	Male	Cobb
CC01.16	CC	CC01	34	35	2019-10-14	2650	FALSE	FALSE	TRUE	probiotic	Male	Cobb
CC01.17	CC	CC01	35	35	2019-10-15	2372	FALSE	FALSE	TRUE	probiotic	Male	Cobb
CC01.18	CC	CC01	35	35	2019-10-15	2550	FALSE	FALSE	TRUE	probiotic	Male	Cobb
CC02.01	CC	CC02	6	7	2019-09-16	159.4	NA	NA	NA	probiotic	Female	Cobb
CC02.02	CC	CC02	6	7	2019-09-16	173.5	FALSE	FALSE	FALSE	probiotic	Female	Cobb
CC02.03	CC	CC02	6	7	2019-09-16	155.5	FALSE	FALSE	FALSE	probiotic	Female	Cobb
CC02.04	CC	CC02	7	7	2019-09-17	213.8	TRUE	FALSE	FALSE	probiotic	Female	Cobb
CC02.05	CC	CC02	7	7	2019-09-17	134.9	TRUE	FALSE	FALSE	probiotic	Female	Cobb
CC02.06	CC	CC02	7	7	2019-09-17	193.6	FALSE	FALSE	FALSE	probiotic	Female	Cobb
CC02.07	CC	CC02	20	21	2019-09-30	850	FALSE	FALSE	TRUE	probiotic	Female	Cobb
CC02.08	CC	CC02	20	21	2019-09-30	908	FALSE	FALSE	TRUE	probiotic	Female	Cobb
CC02.09	CC	CC02	20	21	2019-09-30	948	FALSE	FALSE	TRUE	probiotic	Female	Cobb
CC02.10	CC	CC02	21	21	2019-10-01	1146	FALSE	FALSE	TRUE	probiotic	Female	Cobb
CC02.11	CC	CC02	21	21	2019-10-01	1088	FALSE	FALSE	TRUE	probiotic	Female	Cobb
CC02.12	CC	CC02	21	21	2019-10-01	952	FALSE	FALSE	TRUE	probiotic	Female	Cobb
CC02.13	CC	CC02	34	35	2019-10-14	1950	FALSE	FALSE	TRUE	probiotic	Female	Cobb
CC02.14	CC	CC02	34	35	2019-10-14	2080	FALSE	FALSE	TRUE	probiotic	Female	Cobb
CC02.15	CC	CC02	34	35	2019-10-14	1910	FALSE	FALSE	TRUE	probiotic	Female	Cobb
CC02.16	CC	CC02	34	35	2019-10-14	2060	NA	NA	NA	probiotic	Female	Cobb
CC02.17	CC	CC02	35	35	2019-10-15	2104	FALSE	FALSE	TRUE	probiotic	Female	Cobb
CC02.18	CC	CC02	35	35	2019-10-15	2082	FALSE	FALSE	TRUE	probiotic	Female	Cobb
CC03.01	CC	CC03	6	7	2019-09-16	165.7	TRUE	FALSE	FALSE	control	Male	Cobb
CC03.02	CC	CC03	6	7	2019-09-16	193	FALSE	FALSE	FALSE	control	Male	Cobb
CC03.03	CC	CC03	6	7	2019-09-16	184.8	TRUE	FALSE	FALSE	control	Male	Cobb
CC03.04	CC	CC03	7	7	2019-09-17	198.6	FALSE	FALSE	FALSE	control	Male	Cobb
CC03.05	CC	CC03	7	7	2019-09-17	185.2	FALSE	FALSE	FALSE	control	Male	Cobb
CC03.06	CC	CC03	7	7	2019-09-17	159.5	FALSE	FALSE	FALSE	control	Male	Cobb
CC03.07	CC	CC03	20	21	2019-09-30	906	NA	NA	NA	control	Male	Cobb
CC03.08	CC	CC03	20	21	2019-09-30	1046	FALSE	FALSE	TRUE	control	Male	Cobb
CC03.09	CC	CC03	20	21	2019-09-30	856	FALSE	FALSE	TRUE	control	Male	Cobb
CC03.10	CC	CC03	21	21	2019-10-01	1040	FALSE	FALSE	TRUE	control	Male	Cobb
CC03.11	CC	CC03	21	21	2019-10-01	1098	FALSE	FALSE	TRUE	control	Male	Cobb
CC03.12	CC	CC03	21	21	2019-10-01	890	FALSE	FALSE	TRUE	control	Male	Cobb
CC03.13	CC	CC03	34	35	2019-10-14	1774	FALSE	FALSE	TRUE	control	Male	Cobb
CC03.14	CC	CC03	34	35	2019-10-14	2274	FALSE	FALSE	TRUE	control	Male	Cobb
CC03.15	CC	CC03	34	35	2019-10-14	2158	FALSE	FALSE	TRUE	control	Male	Cobb
CC03.16	CC	CC03	34	35	2019-10-14	1814	FALSE	FALSE	TRUE	control	Male	Cobb
CC03.17	CC	CC03	35	35	2019-10-15	1572	FALSE	FALSE	TRUE	control	Male	Cobb
CC03.18	CC	CC03	35	35	2019-10-15	2364	FALSE	FALSE	TRUE	control	Male	Cobb
CC04.01	CC	CC04	6	7	2019-09-16	182.2	FALSE	FALSE	FALSE	probiotic	Female	Ross
CC04.02	CC	CC04	6	7	2019-09-16	173.4	FALSE	FALSE	FALSE	probiotic	Female	Ross
CC04.03	CC	CC04	6	7	2019-09-16	155.2	FALSE	FALSE	FALSE	probiotic	Female	Ross
CC04.04	CC	CC04	7	7	2019-09-17	175	FALSE	FALSE	FALSE	probiotic	Female	Ross
CC04.05	CC	CC04	7	7	2019-09-17	178	FALSE	FALSE	FALSE	probiotic	Female	Ross
CC04.06	CC	CC04	7	7	2019-09-17	202.1	FALSE	FALSE	FALSE	probiotic	Female	Ross
CC04.07	CC	CC04	20	21	2019-09-30	916	FALSE	FALSE	TRUE	probiotic	Female	Ross
CC04.08	CC	CC04	20	21	2019-09-30	820	FALSE	FALSE	TRUE	probiotic	Female	Ross
CC04.09	CC	CC04	20	21	2019-09-30	902	NA	NA	NA	probiotic	Female	Ross
CC04.10	CC	CC04	21	21	2019-10-01	950	FALSE	FALSE	TRUE	probiotic	Female	Ross
CC04.11	CC	CC04	21	21	2019-10-01	928	FALSE	FALSE	TRUE	probiotic	Female	Ross
CC04.12	CC	CC04	21	21	2019-10-01	724	NA	NA	NA	probiotic	Female	Ross
CC04.13	CC	CC04	34	35	2019-10-14	1310	FALSE	FALSE	TRUE	probiotic	Female	Ross
CC04.14	CC	CC04	34	35	2019-10-14	1540	FALSE	FALSE	TRUE	probiotic	Female	Ross
CC04.15	CC	CC04	35	35	2019-10-15	1710	FALSE	FALSE	TRUE	probiotic	Female	Ross
CC04.16	CC	CC04	35	35	2019-10-15	1798	FALSE	FALSE	TRUE	probiotic	Female	Ross
CC04.17	CC	CC04	35	35	2019-10-15	2002	FALSE	FALSE	TRUE	probiotic	Female	Ross
CC04.18	CC	CC04	35	35	2019-10-15	1520	FALSE	FALSE	TRUE	probiotic	Female	Ross
CC05.01	CC	CC05	6	7	2019-09-16	168.4	TRUE	FALSE	FALSE	phytobiotic	Female	Cobb
CC05.02	CC	CC05	6	7	2019-09-16	166.9	FALSE	FALSE	FALSE	phytobiotic	Female	Cobb
CC05.03	CC	CC05	6	7	2019-09-16	151.3	FALSE	FALSE	FALSE	phytobiotic	Female	Cobb
CC05.04	CC	CC05	7	7	2019-09-17	198.2	NA	NA	NA	phytobiotic	Female	Cobb
CC05.05	CC	CC05	7	7	2019-09-17	199.9	TRUE	FALSE	FALSE	phytobiotic	Female	Cobb
CC05.06	CC	CC05	7	7	2019-09-17	214.5	FALSE	FALSE	FALSE	phytobiotic	Female	Cobb
CC05.07	CC	CC05	20	21	2019-09-30	972	FALSE	FALSE	TRUE	phytobiotic	Female	Cobb
CC05.08	CC	CC05	20	21	2019-09-30	930	FALSE	FALSE	TRUE	phytobiotic	Female	Cobb
CC05.09	CC	CC05	20	21	2019-09-30	1036	FALSE	FALSE	TRUE	phytobiotic	Female	Cobb
CC05.10	CC	CC05	21	21	2019-10-01	1076	FALSE	FALSE	TRUE	phytobiotic	Female	Cobb
CC05.11	CC	CC05	21	21	2019-10-01	914	FALSE	FALSE	TRUE	phytobiotic	Female	Cobb
CC05.12	CC	CC05	21	21	2019-10-01	798	FALSE	FALSE	TRUE	phytobiotic	Female	Cobb
CC05.13	CC	CC05	34	35	2019-10-14	2120	FALSE	FALSE	TRUE	phytobiotic	Female	Cobb
CC05.14	CC	CC05	34	35	2019-10-14	2290	FALSE	FALSE	TRUE	phytobiotic	Female	Cobb
CC05.15	CC	CC05	35	35	2019-10-15	2010	FALSE	FALSE	TRUE	phytobiotic	Female	Cobb
CC05.16	CC	CC05	35	35	2019-10-15	1730	FALSE	FALSE	TRUE	phytobiotic	Female	Cobb
CC05.17	CC	CC05	35	35	2019-10-15	2006	FALSE	FALSE	TRUE	phytobiotic	Female	Cobb
CC05.18	CC	CC05	35	35	2019-10-15	1964	FALSE	FALSE	TRUE	phytobiotic	Female	Cobb
CC06.01	CC	CC06	6	7	2019-09-16	176.8	FALSE	FALSE	FALSE	control	Female	Ross
CC06.02	CC	CC06	6	7	2019-09-16	165.4	FALSE	FALSE	FALSE	control	Female	Ross
CC06.03	CC	CC06	6	7	2019-09-16	151.9	FALSE	FALSE	FALSE	control	Female	Ross
CC06.04	CC	CC06	7	7	2019-09-17	162.4	NA	NA	NA	control	Female	Ross
CC06.05	CC	CC06	7	7	2019-09-17	182.4	FALSE	FALSE	FALSE	control	Female	Ross
CC06.06	CC	CC06	7	7	2019-09-17	182.3	NA	NA	NA	control	Female	Ross
CC06.07	CC	CC06	20	21	2019-09-30	738	FALSE	FALSE	TRUE	control	Female	Ross
CC06.08	CC	CC06	20	21	2019-09-30	722	FALSE	FALSE	TRUE	control	Female	Ross
CC06.09	CC	CC06	20	21	2019-09-30	724	NA	NA	NA	control	Female	Ross
CC06.10	CC	CC06	21	21	2019-10-01	732	NA	NA	NA	control	Female	Ross
CC06.11	CC	CC06	21	21	2019-10-01	764	NA	NA	NA	control	Female	Ross
CC06.12	CC	CC06	21	21	2019-10-01	904	FALSE	FALSE	TRUE	control	Female	Ross
CC06.13	CC	CC06	34	35	2019-10-14	1840	FALSE	FALSE	TRUE	control	Female	Ross
CC06.14	CC	CC06	34	35	2019-10-14	2150	FALSE	FALSE	TRUE	control	Female	Ross
CC06.15	CC	CC06	35	35	2019-10-15	1972	FALSE	FALSE	TRUE	control	Female	Ross
CC06.16	CC	CC06	35	35	2019-10-15	1178	FALSE	FALSE	TRUE	control	Female	Ross
CC06.17	CC	CC06	35	35	2019-10-15	1916	FALSE	FALSE	TRUE	control	Female	Ross
CC06.18	CC	CC06	35	35	2019-10-15	1730	FALSE	FALSE	TRUE	control	Female	Ross
CC07.01	CC	CC07	6	7	2019-09-16	183.1	FALSE	FALSE	TRUE	phytobiotic	Male	Ross
CC07.02	CC	CC07	6	7	2019-09-16	156.5	NA	NA	NA	phytobiotic	Male	Ross
CC07.03	CC	CC07	6	7	2019-09-16	158.5	TRUE	FALSE	TRUE	phytobiotic	Male	Ross
CC07.04	CC	CC07	7	7	2019-09-17	202.1	FALSE	FALSE	FALSE	phytobiotic	Male	Ross
CC07.05	CC	CC07	7	7	2019-09-17	193.3	FALSE	FALSE	FALSE	phytobiotic	Male	Ross
CC07.06	CC	CC07	7	7	2019-09-17	184.4	FALSE	FALSE	FALSE	phytobiotic	Male	Ross
CC07.07	CC	CC07	20	21	2019-09-30	870	FALSE	FALSE	TRUE	phytobiotic	Male	Ross
CC07.08	CC	CC07	20	21	2019-09-30	766	FALSE	FALSE	TRUE	phytobiotic	Male	Ross
CC07.09	CC	CC07	20	21	2019-09-30	588	FALSE	FALSE	TRUE	phytobiotic	Male	Ross
CC07.10	CC	CC07	21	21	2019-10-01	931	FALSE	FALSE	TRUE	phytobiotic	Male	Ross
CC07.11	CC	CC07	21	21	2019-10-01	975	FALSE	FALSE	TRUE	phytobiotic	Male	Ross
CC07.12	CC	CC07	21	21	2019-10-01	898	FALSE	FALSE	TRUE	phytobiotic	Male	Ross
CC07.13	CC	CC07	34	35	2019-10-14	1295	FALSE	FALSE	TRUE	phytobiotic	Male	Ross
CC07.14	CC	CC07	34	35	2019-10-14	1730	FALSE	FALSE	TRUE	phytobiotic	Male	Ross
CC07.15	CC	CC07	35	35	2019-10-15	1622	FALSE	FALSE	TRUE	phytobiotic	Male	Ross
CC07.16	CC	CC07	35	35	2019-10-15	1600	FALSE	FALSE	TRUE	phytobiotic	Male	Ross
CC07.17	CC	CC07	36	35	2019-10-16	1416	FALSE	FALSE	TRUE	phytobiotic	Male	Ross
CC07.18	CC	CC07	36	35	2019-10-16	1612	FALSE	FALSE	TRUE	phytobiotic	Male	Ross
CC08.01	CC	CC08	6	7	2019-09-16	153.3	FALSE	FALSE	FALSE	control	Male	Ross
CC08.02	CC	CC08	6	7	2019-09-16	147.9	FALSE	FALSE	FALSE	control	Male	Ross
CC08.03	CC	CC08	6	7	2019-09-16	182.4	NA	NA	NA	control	Male	Ross
CC08.04	CC	CC08	7	7	2019-09-17	182.6	NA	NA	NA	control	Male	Ross
CC08.05	CC	CC08	7	7	2019-09-17	215.1	NA	NA	NA	control	Male	Ross
CC08.06	CC	CC08	7	7	2019-09-17	192.4	NA	NA	NA	control	Male	Ross
CC08.07	CC	CC08	20	21	2019-09-30	836	FALSE	FALSE	TRUE	control	Male	Ross
CC08.08	CC	CC08	20	21	2019-09-30	916	FALSE	FALSE	TRUE	control	Male	Ross
CC08.09	CC	CC08	20	21	2019-09-30	918	FALSE	FALSE	TRUE	control	Male	Ross
CC08.10	CC	CC08	21	21	2019-10-01	708	FALSE	FALSE	TRUE	control	Male	Ross
CC08.11	CC	CC08	21	21	2019-10-01	943	FALSE	FALSE	TRUE	control	Male	Ross
CC08.12	CC	CC08	21	21	2019-10-01	830	FALSE	FALSE	TRUE	control	Male	Ross
CC08.13	CC	CC08	34	35	2019-10-14	1866	FALSE	FALSE	TRUE	control	Male	Ross
CC08.14	CC	CC08	34	35	2019-10-14	1856	FALSE	FALSE	TRUE	control	Male	Ross
CC08.15	CC	CC08	35	35	2019-10-15	1684	FALSE	FALSE	TRUE	control	Male	Ross
CC08.16	CC	CC08	35	35	2019-10-15	1786	FALSE	FALSE	TRUE	control	Male	Ross
CC08.17	CC	CC08	36	35	2019-10-16	1134	FALSE	FALSE	TRUE	control	Male	Ross
CC08.18	CC	CC08	36	35	2019-10-16	1866	FALSE	FALSE	TRUE	control	Male	Ross
CC09.01	CC	CC09	6	7	2019-09-16	151.4	FALSE	FALSE	FALSE	probiotic	Male	Ross
CC09.02	CC	CC09	6	7	2019-09-16	154.1	NA	NA	NA	probiotic	Male	Ross
CC09.03	CC	CC09	6	7	2019-09-16	177.5	FALSE	FALSE	FALSE	probiotic	Male	Ross
CC09.04	CC	CC09	7	7	2019-09-17	190.4	FALSE	FALSE	FALSE	probiotic	Male	Ross
CC09.05	CC	CC09	7	7	2019-09-17	192.3	FALSE	FALSE	FALSE	probiotic	Male	Ross
CC09.06	CC	CC09	7	7	2019-09-17	196.4	FALSE	FALSE	FALSE	probiotic	Male	Ross
CC09.07	CC	CC09	20	21	2019-09-30	674	NA	NA	NA	probiotic	Male	Ross
CC09.08	CC	CC09	20	21	2019-09-30	910	FALSE	FALSE	TRUE	probiotic	Male	Ross
CC09.09	CC	CC09	20	21	2019-09-30	638	FALSE	FALSE	TRUE	probiotic	Male	Ross
CC09.10	CC	CC09	21	21	2019-10-01	992	NA	NA	NA	probiotic	Male	Ross
CC09.11	CC	CC09	21	21	2019-10-01	856	FALSE	FALSE	TRUE	probiotic	Male	Ross
CC09.12	CC	CC09	21	21	2019-10-01	798	FALSE	FALSE	TRUE	probiotic	Male	Ross
